Project Reference,Mobility Duration,Participant Age,Sending Country Code,Receiving Country Code
2015-1-CZ01-KA347-012703,3,20,CZ,SK
2015-1-CZ01-KA347-012703,3,21,CZ,SK
2015-1-CZ01-KA347-012703,3,22,CZ,SK
2015-1-CZ01-KA347-012703,3,22,CZ,SK
2015-1-CZ01-KA347-012703,3,23,CZ,SK
2015-1-CZ01-KA347-012703,3,26,CZ,SK
2015-1-CZ01-KA347-012703,3,22,CZ,SK
2015-1-DE04-KA347-012426,2,18,DE,BE
2015-1-DE04-KA347-012426,2,19,DE,BE
2015-1-DE04-KA347-012426,2,20,DE,BE
2015-1-DE04-KA347-012426,2,21,DE,BE
2015-1-DE04-KA347-012426,2,23,DE,BE
2015-1-DE04-KA347-012426,2,24,DE,BE
2015-1-DE04-KA347-012426,2,30,DE,BE
2015-1-DE04-KA347-012426,2,19,DE,BE
2015-1-DE04-KA347-012426,2,20,DE,BE
2015-1-DE04-KA347-012426,2,21,DE,BE
2015-1-DE04-KA347-012426,2,23,DE,BE
2015-1-DE04-KA347-012426,2,25,DE,BE
2015-1-DE04-KA347-012426,2,35,DE,BE
2015-1-DE04-KA347-012426,2,18,DE,BE
2015-1-DE04-KA347-012426,2,19,DE,BE
2015-1-DE04-KA347-012426,2,22,DE,BE
2015-1-DE04-KA347-012426,2,22,DE,BE
2015-1-EE01-KA347-013220,4,24,NL,EE
2015-1-EE01-KA347-013249,3,19,LT,EE
2015-1-EE01-KA347-013249,3,20,LT,EE
2015-1-EE01-KA347-013249,3,20,LV,EE
2015-1-EE01-KA347-013249,3,21,LV,EE
2015-1-EE01-KA347-013249,3,23,LV,EE
2015-1-EE01-KA347-013249,4,22,LT,EE
2015-1-EE01-KA347-013249,4,19,LT,EE
2015-1-EE01-KA347-013249,4,27,LT,EE
2015-1-EE01-KA347-013249,4,23,LT,EE
2015-1-EE01-KA347-013249,4,25,LT,EE
2015-1-EE01-KA347-013249,4,21,LV,EE
2015-1-EE01-KA347-013249,4,22,LV,EE
2015-1-EE01-KA347-013249,4,21,LV,EE
2015-1-EE01-KA347-013249,4,22,LV,EE
2015-1-EE01-KA347-013249,4,23,LV,EE
2015-1-EE01-KA347-013249,4,21,LT,EE
2015-1-EE01-KA347-013249,4,24,LT,EE
2015-1-EE01-KA347-013249,4,19,LV,EE
2015-1-EE01-KA347-013249,4,20,LV,EE
2015-1-EE01-KA347-013249,4,22,LT,EE
2015-1-EE01-KA347-013249,4,20,LV,EE
2015-1-FR02-KA347-009743,2,18,AL,FR
2015-1-FR02-KA347-009743,2,18,AT,FR
2015-1-FR02-KA347-009743,2,19,AT,FR
2015-1-FR02-KA347-009743,2,19,PT,FR
2015-1-FR02-KA347-009743,2,20,AT,FR
2015-1-FR02-KA347-009743,2,18,AT,FR
2015-1-FR02-KA347-009743,2,20,AT,FR
2015-1-FR02-KA347-009743,2,20,AT,FR
2015-1-FR02-KA347-009743,2,18,BE,FR
2015-1-FR02-KA347-009743,2,18,BE,FR
2015-1-FR02-KA347-009743,2,19,DE,FR
2015-1-FR02-KA347-009743,2,18,CY,FR
2015-1-FR02-KA347-009743,2,21,UK,FR
2015-1-FR02-KA347-009743,2,20,CY,FR
2015-1-FR02-KA347-009743,2,18,CZ,FR
2015-1-FR02-KA347-009743,2,19,CZ,FR
2015-1-FR02-KA347-009743,2,19,CZ,FR
2015-1-FR02-KA347-009743,2,18,CZ,FR
2015-1-FR02-KA347-009743,2,18,EE,FR
2015-1-FR02-KA347-009743,2,19,EE,FR
2015-1-FR02-KA347-009743,2,18,FI,FR
2015-1-FR02-KA347-009743,2,19,FI,FR
2015-1-FR02-KA347-009743,2,21,FI,FR
2015-1-FR02-KA347-009743,2,18,AM,FR
2015-1-FR02-KA347-009743,2,20,AM,FR
2015-1-FR02-KA347-009743,2,18,CZ,FR
2015-1-FR02-KA347-009743,2,26,DE,FR
2015-1-FR02-KA347-009743,4,25,AM,FR
2015-1-FR02-KA347-009743,4,19,AT,FR
2015-1-FR02-KA347-009743,4,20,AT,FR
2015-1-FR02-KA347-009743,4,18,BE,FR
2015-1-FR02-KA347-009743,4,18,DE,FR
2015-1-FR02-KA347-009743,4,23,DE,FR
2015-1-FR02-KA347-009743,4,18,DE,FR
2015-1-FR02-KA347-009743,4,18,NL,FR
2015-1-FR02-KA347-009743,4,18,NO,FR
2015-1-FR02-KA347-009743,4,19,DE,FR
2015-1-FR02-KA347-009743,4,20,DE,FR
2015-1-FR02-KA347-009743,4,18,DE,FR
2015-1-FR02-KA347-009743,4,18,DE,FR
2015-1-FR02-KA347-009743,4,18,DE,FR
2015-1-FR02-KA347-009743,4,19,DE,FR
2015-1-FR02-KA347-009743,4,19,DE,FR
2015-1-FR02-KA347-009743,4,20,DE,FR
2015-1-FR02-KA347-009743,4,20,DE,FR
2015-1-FR02-KA347-009743,4,21,DE,FR
2015-1-FR02-KA347-009743,4,18,NO,FR
2015-1-FR02-KA347-009743,4,22,EE,FR
2015-1-FR02-KA347-009743,4,20,EL,FR
2015-1-FR02-KA347-009743,4,18,ES,FR
2015-1-FR02-KA347-009743,4,18,ES,FR
2015-1-FR02-KA347-009743,4,18,ES,FR
2015-1-FR02-KA347-009743,4,19,UK,FR
2015-1-FR02-KA347-009743,4,18,ES,FR
2015-1-FR02-KA347-009743,4,19,FI,FR
2015-1-FR02-KA347-009743,4,25,UK,FR
2015-1-FR02-KA347-009743,4,20,CZ,FR
2015-1-FR02-KA347-009743,4,21,DE,FR
2015-1-FR02-KA347-009743,4,20,GE,FR
2015-1-FR02-KA347-009743,4,19,UK,FR
2015-1-FR02-KA347-009743,4,18,ES,FR
2015-1-FR02-KA347-009743,4,18,IE,FR
2015-1-FR02-KA347-009743,4,19,IE,FR
2015-1-FR02-KA347-009743,4,22,UK,FR
2015-1-FR02-KA347-009743,4,22,UK,FR
2015-1-FR02-KA347-009743,4,18,IT,FR
2015-1-FR02-KA347-009743,4,18,IT,FR
2015-1-FR02-KA347-009743,4,24,IT,FR
2015-1-FR02-KA347-009743,4,19,LT,FR
2015-1-FR02-KA347-009743,4,18,LU,FR
2015-1-FR02-KA347-009743,4,19,IT,FR
2015-1-FR02-KA347-009743,4,19,LV,FR
2015-1-FR02-KA347-009743,4,20,IT,FR
2015-1-FR02-KA347-009743,4,19,LV,FR
2015-1-FR02-KA347-009743,4,23,ES,FR
2015-1-FR02-KA347-009743,4,24,LV,FR
2015-1-FR02-KA347-009743,4,18,NL,FR
2015-1-FR02-KA347-009743,4,18,NL,FR
2015-1-FR02-KA347-009743,4,19,NL,FR
2015-1-FR02-KA347-009743,4,18,NL,FR
2015-1-FR02-KA347-009743,4,19,NL,FR
2015-1-FR02-KA347-009743,4,22,NL,FR
2015-1-FR02-KA347-009743,4,24,NL,FR
2015-1-FR02-KA347-009743,4,19,NO,FR
2015-1-FR02-KA347-009743,4,18,NO,FR
2015-1-FR02-KA347-009743,4,19,IT,FR
2015-1-FR02-KA347-009743,4,18,PL,FR
2015-1-FR02-KA347-009743,4,19,PL,FR
2015-1-FR02-KA347-009743,4,18,PL,FR
2015-1-FR02-KA347-009743,4,18,PL,FR
2015-1-FR02-KA347-009743,4,18,PL,FR
2015-1-FR02-KA347-009743,4,19,PL,FR
2015-1-FR02-KA347-009743,4,20,PL,FR
2015-1-FR02-KA347-009743,4,19,RO,FR
2015-1-FR02-KA347-009743,4,19,RS,FR
2015-1-FR02-KA347-009743,4,19,RU,FR
2015-1-FR02-KA347-009743,4,22,RU,FR
2015-1-FR02-KA347-009743,4,19,RU,FR
2015-1-FR02-KA347-009743,4,19,SE,FR
2015-1-FR02-KA347-009743,4,20,SE,FR
2015-1-FR02-KA347-009743,4,18,SE,FR
2015-1-FR02-KA347-009743,4,19,DK,FR
2015-1-FR02-KA347-009743,4,19,SI,FR
2015-1-FR02-KA347-009743,4,19,SI,FR
2015-1-FR02-KA347-009743,4,22,DE,FR
2015-1-FR02-KA347-009743,4,23,TR,FR
2015-1-FR02-KA347-009743,4,18,UA,FR
2015-1-FR02-KA347-009743,4,19,UA,FR
2015-1-FR02-KA347-009743,4,19,UA,FR
2015-1-FR02-KA347-009743,4,19,UK,FR
2015-1-FR02-KA347-009743,4,20,UA,FR
2015-1-FR02-KA347-009743,4,21,UA,FR
2015-1-FR02-KA347-009743,4,18,SI,FR
2015-1-FR02-KA347-009743,4,18,UK,FR
2015-1-FR02-KA347-009743,4,23,UK,FR
2015-1-FR02-KA347-009743,2,18,BE,FR
2015-1-FR02-KA347-009743,2,19,AM,FR
2015-1-FR02-KA347-009743,4,20,DE,FR
2015-1-FR02-KA347-009743,4,21,GE,FR
2015-1-FR02-KA347-009743,4,18,IE,FR
2015-1-FR02-KA347-009743,4,18,LT,FR
2015-1-FR02-KA347-009743,4,19,LU,FR
2015-1-FR02-KA347-009743,4,18,LV,FR
2015-1-FR02-KA347-009743,4,18,PL,FR
2015-1-FR02-KA347-009743,4,21,RU,FR
2015-1-FR02-KA347-009743,4,18,SE,FR
2015-1-FR02-KA347-009743,4,18,TR,FR
2015-1-FR02-KA347-009743,4,20,TR,FR
2015-1-FR02-KA347-009743,4,18,IE,FR
2015-1-FR02-KA347-009743,4,18,EL,FR
2015-1-FR02-KA347-009743,4,18,IE,FR
2015-1-FR02-KA347-009743,4,18,RO,FR
2015-1-FR02-KA347-009743,4,18,IE,FR
2015-1-IT03-KA347-005331,4,19,HU,IT
2015-1-IT03-KA347-005331,4,20,HU,IT
2015-1-IT03-KA347-005331,4,22,HU,IT
2015-1-IT03-KA347-005331,4,24,HU,IT
2015-1-IT03-KA347-005331,4,25,HU,IT
2015-1-IT03-KA347-005331,4,26,HU,IT
2015-1-IT03-KA347-005331,4,27,HU,IT
2015-1-IT03-KA347-005331,4,29,HU,IT
2015-1-IT03-KA347-005331,4,18,HU,IT
2015-1-IT03-KA347-005331,4,19,HU,IT
2015-1-IT03-KA347-005331,4,21,HU,IT
2015-1-IT03-KA347-005331,4,22,HU,IT
2015-1-IT03-KA347-005331,4,25,HU,IT
2015-1-IT03-KA347-005331,4,23,HU,IT
2015-1-IT03-KA347-005331,4,23,HU,IT
2015-1-IT03-KA347-005331,4,21,HU,IT
2015-1-IT03-KA347-005331,4,20,HU,IT
2015-1-IT03-KA347-005331,4,24,HU,IT
2015-1-IT03-KA347-005331,4,18,HU,IT
2015-1-IT03-KA347-005629,3,22,EL,IT
2015-1-IT03-KA347-005629,3,23,EL,IT
2015-1-IT03-KA347-005629,3,22,EL,IT
2015-1-IT03-KA347-005629,3,22,EL,IT
2015-1-IT03-KA347-005629,3,22,ES,IT
2015-1-IT03-KA347-005629,3,25,ES,IT
2015-1-IT03-KA347-005629,3,18,ES,IT
2015-1-IT03-KA347-005629,3,21,ES,IT
2015-1-IT03-KA347-005629,3,24,ES,IT
2015-1-IT03-KA347-005629,3,18,ES,IT
2015-1-IT03-KA347-005629,3,19,RS,IT
2015-1-IT03-KA347-005629,3,22,RS,IT
2015-1-IT03-KA347-005629,3,23,RS,IT
2015-1-IT03-KA347-005629,3,23,RS,IT
2015-1-IT03-KA347-005629,3,24,RS,IT
2015-1-IT03-KA347-005629,3,29,RS,IT
2015-1-IT03-KA347-005629,3,34,RS,IT
2015-1-IT03-KA347-005629,3,23,RS,IT
2015-1-IT03-KA347-005629,3,26,TN,IT
2015-1-IT03-KA347-005629,3,31,TN,IT
2015-1-IT03-KA347-005629,3,23,TN,IT
2015-1-IT03-KA347-005629,3,22,TN,IT
2015-1-IT03-KA347-005629,3,19,EL,IT
2015-1-IT03-KA347-005629,3,24,EL,IT
2015-1-IT03-KA347-005629,3,32,EL,IT
2015-1-IT03-KA347-005629,3,19,EL,IT
2015-1-IT03-KA347-005629,3,22,EL,IT
2015-1-IT03-KA347-005629,3,19,EL,IT
2015-1-IT03-KA347-005629,3,32,ES,IT
2015-1-IT03-KA347-005629,3,20,ES,IT
2015-1-IT03-KA347-005629,3,21,ES,IT
2015-1-IT03-KA347-005629,3,26,ES,IT
2015-1-IT03-KA347-005629,3,21,ES,IT
2015-1-IT03-KA347-005629,3,22,ES,IT
2015-1-IT03-KA347-005629,3,23,RS,IT
2015-1-IT03-KA347-005629,3,18,RS,IT
2015-1-IT03-KA347-005629,3,24,RS,IT
2015-1-IT03-KA347-005629,3,27,RS,IT
2015-1-IT03-KA347-005629,3,28,RS,IT
2015-1-IT03-KA347-005629,3,24,RS,IT
2015-1-IT03-KA347-005629,3,21,TN,IT
2015-1-IT03-KA347-005629,3,26,TN,IT
2015-1-IT03-KA347-005629,3,27,TN,IT
2015-1-IT03-KA347-005629,3,21,TN,IT
2015-1-IT03-KA347-005629,3,20,EL,IT
2015-1-IT03-KA347-005629,3,24,ES,IT
2015-1-IT03-KA347-005629,3,19,RS,IT
2015-1-IT03-KA347-005629,3,23,TN,IT
2015-1-IT03-KA347-005629,3,20,EL,IT
2015-1-IT03-KA347-005629,3,19,EL,IT
2015-1-IT03-KA347-005629,3,24,ES,IT
2015-1-IT03-KA347-005629,3,24,ES,IT
2015-1-IT03-KA347-005629,3,23,TN,IT
2015-1-IT03-KA347-005629,3,23,TN,IT
2015-1-IT03-KA347-005629,3,23,EL,IT
2015-1-IT03-KA347-005629,3,22,TN,IT
2015-1-IT03-KA347-005629,3,24,RS,IT
2015-1-LU02-KA347-000135,3,28,AT,LU
2015-1-LU02-KA347-000135,3,29,AT,LU
2015-1-LU02-KA347-000135,3,29,FR,LU
2015-1-LU02-KA347-000135,3,28,BE,LU
2015-1-LU02-KA347-000135,3,29,BE,LU
2015-1-LU02-KA347-000135,3,26,BE,LU
2015-1-LU02-KA347-000135,3,29,FR,LU
2015-1-LU02-KA347-000135,3,27,IE,LU
2015-1-LU02-KA347-000135,3,28,IE,LU
2015-1-LU02-KA347-000135,3,29,IE,LU
2015-1-LU02-KA347-000135,3,22,NL,LU
2015-1-LU02-KA347-000135,3,23,NL,LU
2015-1-LU02-KA347-000135,3,29,NL,LU
2015-1-LU02-KA347-000135,3,27,DK,LU
2015-1-LU02-KA347-000135,3,26,SI,LU
2015-1-LU02-KA347-000135,3,29,AT,LU
2015-1-LU02-KA347-000140,3,24,AT,LU
2015-1-LU02-KA347-000140,3,19,AT,LU
2015-1-LU02-KA347-000140,3,22,AT,LU
2015-1-LU02-KA347-000140,3,23,AT,LU
2015-1-LU02-KA347-000140,3,28,AT,LU
2015-1-LU02-KA347-000140,3,18,AT,LU
2015-1-LU02-KA347-000140,3,20,AT,LU
2015-1-LU02-KA347-000140,3,20,AT,LU
2015-1-SE02-KA347-001161,3,18,DE,PL
2015-1-SE02-KA347-001161,3,18,DK,PL
2015-1-SE02-KA347-001161,3,18,SE,PL
2015-1-SE02-KA347-001161,3,18,DK,DE
2015-1-SE02-KA347-001161,3,34,PL,DE
2015-1-SE02-KA347-001161,2,34,PL,DK
2015-1-SE02-KA347-001161,2,18,PL,DK
2015-1-SE02-KA347-001161,2,29,SE,DK
2015-1-SE02-KA347-001161,2,35,SE,DK
2015-1-SE02-KA347-001161,3,18,DK,PL
2015-1-SE02-KA347-001161,3,18,PL,DE
2015-1-SE02-KA347-001161,3,18,PL,DE
2015-2-AT02-KA347-001265,1,18,BG,AT
2015-2-AT02-KA347-001265,1,18,CZ,AT
2015-2-AT02-KA347-001265,1,19,CZ,AT
2015-2-AT02-KA347-001265,1,22,CZ,AT
2015-2-AT02-KA347-001265,1,18,AT,CZ
2015-2-AT02-KA347-001265,1,18,BG,AT
2015-2-AT02-KA347-001265,1,18,CZ,AT
2015-2-AT02-KA347-001265,1,23,CZ,AT
2015-2-AT02-KA347-001265,1,18,DE,AT
2015-2-AT02-KA347-001265,1,20,DE,AT
2015-2-AT02-KA347-001265,1,18,HU,AT
2015-2-AT02-KA347-001265,1,19,HU,AT
2015-2-AT02-KA347-001265,1,18,PL,AT
2015-2-AT02-KA347-001265,1,19,PL,AT
2015-2-AT02-KA347-001265,1,18,PL,AT
2015-2-AT02-KA347-001265,1,18,PL,AT
2015-2-AT02-KA347-001265,1,18,RO,AT
2015-2-AT02-KA347-001265,1,18,HU,AT
2015-2-AT02-KA347-001265,1,18,PL,AT
2015-2-AT02-KA347-001265,1,18,DE,AT
2015-2-AT02-KA347-001265,1,18,HU,AT
2015-2-AT02-KA347-001265,1,18,CZ,AT
2015-2-AT02-KA347-001265,1,19,DE,AT
2015-2-BE04-KA347-001687,3,22,IT,BE
2015-2-BE04-KA347-001687,3,19,DE,BE
2015-2-BE04-KA347-001687,3,23,DE,BE
2015-2-BE04-KA347-001687,3,24,DE,BE
2015-2-BE04-KA347-001687,3,21,DE,BE
2015-2-BE04-KA347-001687,3,24,DE,BE
2015-2-BE04-KA347-001687,3,21,EE,BE
2015-2-BE04-KA347-001687,3,22,EE,BE
2015-2-BE04-KA347-001687,3,21,EE,BE
2015-2-BE04-KA347-001687,3,20,EL,BE
2015-2-BE04-KA347-001687,3,21,EL,BE
2015-2-BE04-KA347-001687,3,24,EL,BE
2015-2-BE04-KA347-001687,3,25,EL,BE
2015-2-BE04-KA347-001687,3,27,EL,BE
2015-2-BE04-KA347-001687,3,26,ES,BE
2015-2-BE04-KA347-001687,3,30,ES,BE
2015-2-BE04-KA347-001687,3,18,FR,BE
2015-2-BE04-KA347-001687,3,24,FR,BE
2015-2-BE04-KA347-001687,3,26,FR,BE
2015-2-BE04-KA347-001687,3,21,IT,BE
2015-2-BE04-KA347-001687,3,26,IT,BE
2015-2-BE04-KA347-001687,3,28,IT,BE
2015-2-BE04-KA347-001687,3,33,IT,BE
2015-2-BE04-KA347-001687,3,25,ES,BE
2015-2-BE04-KA347-001687,3,22,UK,BE
2015-2-BE04-KA347-001687,3,24,UK,BE
2015-2-BE04-KA347-001687,3,22,UK,BE
2015-2-BE04-KA347-001687,3,24,UK,BE
2015-2-BE04-KA347-001687,3,23,EE,BE
2015-2-DE04-KA347-012839,2,22,AT,DE
2015-2-DE04-KA347-012839,2,28,AT,DE
2015-2-DE04-KA347-012839,2,18,AT,DE
2015-2-DE04-KA347-012839,2,19,AT,DE
2015-2-DE04-KA347-012839,2,22,AT,DE
2015-2-DE04-KA347-012839,2,18,AT,DE
2015-2-DE04-KA347-012839,2,18,AT,DE
2015-2-DE04-KA347-012839,2,18,AT,DE
2015-2-DE04-KA347-012958,3,19,UK,DE
2015-2-DE04-KA347-012958,3,21,UK,DE
2015-2-DE04-KA347-012958,3,22,UK,DE
2015-2-DE04-KA347-012958,3,23,UK,DE
2015-2-DE04-KA347-012958,3,24,UK,DE
2015-2-DE04-KA347-012958,3,27,UK,DE
2015-2-DE04-KA347-012958,3,19,UK,DE
2015-2-DE04-KA347-012958,3,23,UK,DE
2015-2-DE04-KA347-012958,4,20,UK,DE
2015-2-DE04-KA347-012958,3,19,DE,UK
2015-2-DE04-KA347-012958,3,22,DE,UK
2015-2-DE04-KA347-012958,3,23,DE,UK
2015-2-DE04-KA347-012958,3,24,DE,UK
2015-2-DE04-KA347-012958,3,25,DE,UK
2015-2-DE04-KA347-012958,3,27,DE,UK
2015-2-DE04-KA347-012958,3,20,DE,UK
2015-2-DE04-KA347-012958,4,21,DE,UK
2015-2-DE04-KA347-012958,4,25,DE,UK
2015-2-DE04-KA347-012958,4,25,DE,UK
2015-2-DE04-KA347-012958,4,20,DE,UK
2015-2-DE04-KA347-012958,4,25,DE,UK
2015-2-DE04-KA347-012958,4,27,DE,UK
2015-2-DE04-KA347-012958,3,20,UK,DE
2015-2-DE04-KA347-012958,3,22,UK,DE
2015-2-DE04-KA347-013026,2,26,FR,DE
2015-2-ES02-KA347-006375,4,23,CZ,ES
2015-2-ES02-KA347-006375,4,29,CZ,ES
2015-2-ES02-KA347-006375,4,30,CZ,ES
2015-2-ES02-KA347-006375,4,33,CZ,ES
2015-2-ES02-KA347-006375,4,34,CZ,ES
2015-2-ES02-KA347-006375,4,27,FR,ES
2015-2-ES02-KA347-006375,4,28,FR,ES
2015-2-ES02-KA347-006375,4,29,FR,ES
2015-2-ES02-KA347-006375,4,25,FR,ES
2015-2-ES02-KA347-006375,4,30,FR,ES
2015-2-ES02-KA347-006375,4,26,FR,ES
2015-2-ES02-KA347-006375,4,31,FR,ES
2015-2-ES02-KA347-006375,4,29,FR,ES
2015-2-ES02-KA347-006375,4,32,IT,ES
2015-2-ES02-KA347-006375,4,28,IT,ES
2015-2-ES02-KA347-006375,4,29,IT,ES
2015-2-ES02-KA347-006375,4,30,IT,ES
2015-2-ES02-KA347-006375,4,30,IT,ES
2015-2-ES02-KA347-006375,4,33,CZ,ES
2015-2-ES02-KA347-006375,4,35,CZ,ES
2015-2-ES02-KA347-006375,4,24,CZ,ES
2015-2-ES02-KA347-006375,4,29,CZ,ES
2015-2-ES02-KA347-006375,4,30,CZ,ES
2015-2-ES02-KA347-006375,4,28,FR,ES
2015-2-ES02-KA347-006375,4,30,FR,ES
2015-2-ES02-KA347-006375,4,26,FR,ES
2015-2-ES02-KA347-006375,4,30,FR,ES
2015-2-ES02-KA347-006375,4,32,IT,ES
2015-2-ES02-KA347-006375,4,31,IT,ES
2015-2-ES02-KA347-006375,4,28,FR,ES
2015-2-ES02-KA347-006375,4,23,IT,ES
2015-2-ES02-KA347-006375,4,29,FR,ES
2015-2-ES02-KA347-006375,4,31,FR,ES
2015-2-ES02-KA347-006375,4,29,FR,ES
2015-2-ES02-KA347-006375,4,23,IT,ES
2015-2-ES02-KA347-006375,4,29,IT,ES
2015-2-ES02-KA347-006644,2,22,ES,PT
2015-2-ES02-KA347-006644,2,21,IT,ES
2015-2-ES02-KA347-006644,2,22,IT,ES
2015-2-ES02-KA347-006644,2,22,IT,PT
2015-2-ES02-KA347-006644,2,20,PT,ES
2015-2-ES02-KA347-006644,2,34,PT,ES
2015-2-ES02-KA347-006644,2,29,ES,IT
2015-2-ES02-KA347-006644,2,27,PT,IT
2015-2-ES02-KA347-006644,2,18,IT,ES
2015-2-ES02-KA347-006644,2,30,IT,ES
2015-2-ES02-KA347-006644,2,23,IT,ES
2015-2-ES02-KA347-006644,2,20,PT,ES
2015-2-ES02-KA347-006644,2,32,PT,ES
2015-2-ES02-KA347-006644,2,20,PT,ES
2015-2-ES02-KA347-006644,2,34,PT,ES
2015-2-ES02-KA347-006644,2,26,PT,ES
2015-2-FR02-KA347-010148,4,24,ES,FR
2015-2-FR02-KA347-010148,4,21,ES,FR
2015-2-FR02-KA347-010148,4,19,IT,FR
2015-2-FR02-KA347-010148,4,18,IT,FR
2015-2-FR02-KA347-010148,4,24,IT,FR
2015-2-FR02-KA347-010148,4,28,IT,FR
2015-2-FR02-KA347-010148,4,25,ES,FR
2015-2-FR02-KA347-010226,1,24,FR,BE
2015-2-FR02-KA347-010226,1,26,FR,BE
2015-2-FR02-KA347-010226,1,29,FR,BE
2015-2-FR02-KA347-010226,1,18,BE,LU
2015-2-FR02-KA347-010226,1,19,BE,LU
2015-2-FR02-KA347-010226,1,30,BE,LU
2015-2-FR02-KA347-010226,1,22,FR,LU
2015-2-FR02-KA347-010226,1,30,FR,LU
2015-2-FR02-KA347-010226,1,20,FR,LU
2015-2-FR02-KA347-010226,1,21,FR,LU
2015-2-FR02-KA347-010226,1,23,FR,LU
2015-2-FR02-KA347-010226,1,18,BE,LU
2015-2-FR02-KA347-010226,1,24,BE,LU
2015-2-FR02-KA347-010226,1,29,BE,LU
2015-2-FR02-KA347-010226,1,19,BE,LU
2015-2-FR02-KA347-010226,1,30,BE,LU
2015-2-FR02-KA347-010226,1,23,FR,LU
2015-2-FR02-KA347-010226,1,26,FR,LU
2015-2-FR02-KA347-010226,1,30,FR,LU
2015-2-FR02-KA347-010226,3,18,BE,FR
2015-2-FR02-KA347-010226,3,24,BE,FR
2015-2-FR02-KA347-010226,3,27,BE,FR
2015-2-FR02-KA347-010226,3,29,BE,FR
2015-2-FR02-KA347-010226,3,18,BE,FR
2015-2-FR02-KA347-010226,3,20,BE,FR
2015-2-FR02-KA347-010226,3,22,BE,FR
2015-2-FR02-KA347-010226,3,24,BE,FR
2015-2-FR02-KA347-010226,3,26,BE,FR
2015-2-FR02-KA347-010226,3,30,BE,FR
2015-2-FR02-KA347-010226,3,31,BE,FR
2015-2-FR02-KA347-010226,3,20,BE,FR
2015-2-FR02-KA347-010226,3,20,LU,FR
2015-2-FR02-KA347-010226,3,23,LU,FR
2015-2-FR02-KA347-010226,3,27,LU,FR
2015-2-FR02-KA347-010226,3,20,LU,FR
2015-2-FR02-KA347-010226,3,24,LU,FR
2015-2-FR02-KA347-010226,1,18,BE,LU
2015-2-FR02-KA347-010226,1,24,BE,LU
2015-2-FR02-KA347-010226,1,30,BE,LU
2015-2-FR02-KA347-010226,1,19,BE,LU
2015-2-FR02-KA347-010226,1,30,BE,LU
2015-2-FR02-KA347-010226,1,25,FR,LU
2015-2-FR02-KA347-010226,1,30,FR,LU
2015-2-FR02-KA347-010226,1,18,FR,LU
2015-2-FR02-KA347-010226,1,21,FR,LU
2015-2-FR02-KA347-010226,1,22,FR,LU
2015-2-FR02-KA347-010226,1,31,FR,LU
2015-2-FR02-KA347-010226,1,18,BE,LU
2015-2-FR02-KA347-010226,1,24,BE,LU
2015-2-FR02-KA347-010226,1,30,BE,LU
2015-2-FR02-KA347-010226,1,19,BE,LU
2015-2-FR02-KA347-010226,1,20,BE,LU
2015-2-FR02-KA347-010226,1,26,BE,LU
2015-2-FR02-KA347-010226,1,21,FR,LU
2015-2-FR02-KA347-010226,1,25,FR,LU
2015-2-FR02-KA347-010226,1,30,FR,LU
2015-2-FR02-KA347-010226,1,18,BE,FR
2015-2-FR02-KA347-010226,1,23,BE,FR
2015-2-FR02-KA347-010226,1,31,BE,FR
2015-2-FR02-KA347-010226,1,31,BE,FR
2015-2-FR02-KA347-010226,1,18,BE,FR
2015-2-FR02-KA347-010226,1,21,BE,FR
2015-2-FR02-KA347-010226,1,24,BE,FR
2015-2-FR02-KA347-010226,1,25,BE,FR
2015-2-FR02-KA347-010226,1,18,BE,FR
2015-2-FR02-KA347-010226,1,21,LU,BE
2015-2-FR02-KA347-010226,1,18,FR,BE
2015-2-FR02-KA347-010226,1,18,FR,BE
2015-2-FR02-KA347-010226,1,21,FR,BE
2015-2-FR02-KA347-010226,1,24,FR,BE
2015-2-FR02-KA347-010226,1,24,FR,BE
2015-2-FR02-KA347-010226,1,27,FR,BE
2015-2-FR02-KA347-010226,1,31,FR,BE
2015-2-FR02-KA347-010226,1,18,LU,BE
2015-2-FR02-KA347-010226,1,25,FR,LU
2015-2-FR02-KA347-010226,1,21,FR,LU
2015-2-FR02-KA347-010226,3,22,BE,FR
2015-2-FR02-KA347-010226,3,25,BE,FR
2015-2-FR02-KA347-010226,3,21,BE,FR
2015-2-FR02-KA347-010226,1,23,FR,LU
2015-2-FR02-KA347-010226,1,26,FR,LU
2015-2-FR02-KA347-010226,1,19,FR,LU
2015-2-FR02-KA347-010226,1,25,FR,BE
2015-2-FR02-KA347-010226,1,25,FR,LU
2015-2-FR02-KA347-010226,3,19,BE,FR
2015-2-FR02-KA347-010226,1,26,FR,LU
2015-2-FR02-KA347-010226,3,23,BE,FR
2015-2-HR01-KA347-013270,2,24,HR,FR
2015-2-HR01-KA347-013270,2,24,HR,RO
2015-2-HR01-KA347-013270,2,30,HR,RO
2015-2-HR01-KA347-013270,2,32,HR,FR
2015-2-HR01-KA347-013270,2,33,HR,FR
2015-2-HR01-KA347-013270,2,34,HR,RO
2015-2-HR01-KA347-013270,2,25,HR,IT
2015-2-HR01-KA347-013270,2,30,HR,IT
2015-2-HR01-KA347-013270,2,34,HR,IT
2015-2-IE01-KA347-008720,3,18,AL,IE
2015-2-IE01-KA347-008720,3,29,AL,IE
2015-2-IE01-KA347-008720,3,27,CZ,IE
2015-2-IE01-KA347-008720,3,18,IT,IE
